0,The report on consumer prices turned out to be no surprise at all. The increase of five-tenths of 1 percent was in line with analysts' predictions. But housing data for March were much weaker than anticipated.
1,"It noted that output of goods iand services in the third quarter hit a record annual rate of $392,000,000,000, a rate 9 percent higher than in the 1954 quarter. The steady climb, of the gross national product indicates a total for the year of $387,000,000000, it asserted, about $27,000,000,000 greater than the 1954 figure."
0,President Nixon and Secretary of the Treasury Connally have now presented their design of the apparatus to administer Phase Two of the economic stabilization program. They have set as their goal slowing inflation to an annual rate of 2 to 3 percent by the end of 1972. But they have fudged the crucial question of what principles and standards will be required to reach that objective.
1,"CHICAGO, Oct. A plea fori freeing interest rates, so they may fluctuate in relation to the availability of mortgage funds, was made today by Lindell Peterson, president of the Mortgage Bankers Association of America. He made the plea as he opened the organization's forty-third annual convention."
1,"INVESTORS spent much of 2004 fretting over rising interest rates, surging oil prices and the presidential election. But those worries turned out to be excessive, Wall Street analysts say. The market performed relatively well, buoyed by corporate profits that were stronger than expected and interest rates that were lower than feared, they say."
1,The department's latest reading on gross domestic product in the second quarter was unchanged from Its Initial estimate a month ago. The
1,"[Home values keep climbing across the U.S. But we looked at 500 neighborhoods -- and found slowdowns in some surprising spots. June Fletcher tours the towns to watch.]THEY'RE UP 16% in a Washington, D.C., suburb, but losing steam in Denver. And just outside Los Angeles, home prices in the hillside town of La Canada Flintridge have shot up more than 23% from a year earlier. ""We've been discovered,"" says Michael Braverman, who expects to get $500,000 more for his home than he paid five years ago.Forget watching the stock market. The best -- and maybe the only -- game in town these days is the remarkably resilient real-estate market. Last year alone, amid all the bad news, home prices still rose by 7% nationally -- and some economists believe things will be almost as strong this year. And yet, many homeowners are holding their breath, worrying about the ""bubble"" and asking: What about my town?We've got some answers. In an exhaustive town-by-town survey, we looked at home prices in more than 500 upscale ZIP Codes, taking a snapshot of prices last year and comparing them with the year before. We found that nobody in Greenwich, Conn., or Southern California is losing sleep. But who'd have thought duplex-lined Beach Haven, N.J., would be in the top 10 nationally for growth -- or that so many other overlooked communities would be so strong (introducing . . . Mattapoisett, Mass.). In last place? No, it's not Silicon Valley.But our biggest surprise, given all the news, was just how many hot markets seem to be cooling off. Indeed, according to our survey by housing specialists Fiserv Case Shiller Weiss, the growth rate of prices in fully a third of our towns has slowed from the same time frame a year earlier. ""There's just air coming out of the market,"" says David Lereah, chief economist for the National Association of Realtors, who expects price growth to slow nationally to about 4% this year."
0,"An attempt to assess the performance of the present council after two and a half years Mr. Schultze began advising President-elect Carter in the late autumn of 1976 leads to these findings: The council underestimated in 1977 and again in 1978 the strength of the economy and the rate of inflation (as did some other forecasters), forcing the President twice to modify in the spring the stimulative tax cuts he had proposed in the winter. The council's estimate last January that inflation this year would run at 7.4 percent was discarded by March as too low."
1,"WASHINGTON -- The economy is still quite healthy, but it has shown enough evidence of slowing down to ease concerns about overheating.Consumer spending has ebbed, and housing activity and car sales haveslowed since interest rates increased. Analysts say the manufacturingsector is still quite strong. ""Factories are showing real solid growth.It is a real solid contributor to the economy,"" said Joseph Liro, chief"
0,"The Dow-Jones industrials fell 30.85 points, about 3.2 percent, and closed at 902.83 after slipping well below the 900-level on Friday."
